,internship_id,title,skills,location,work_type,company,clean_description
980787,2213009726269630,Project Coordinator,Office administration Communication skills Organizational skills Time management Microsoft Office proficiency,Tallinn,Intern,Expedia Group,"Administrative Coordinators support administrative tasks, including data entry, scheduling, and document management, to enhance organizational efficiency."
615478,1657697435581617,Project Manager,Construction management Budgeting Contract negotiation Safety regulations,Abuja,Intern,JD Wetherspoon,"The Construction Project Manager oversees and manages construction projects, ensuring they are completed on time and within budget. They coordinate with contractors, architects, and other stakeholders to ensure successful project delivery."
254966,2775721549878167,Project Manager,"Agile methodologies Scrum or Kanban Team collaboration Agile tools (e.g., Jira)",Macao,Intern,Amgen,"The Agile Project Manager leads Agile teams, facilitating effective project development and delivery. They use Agile methodologies to manage tasks, prioritize work, and adapt to changing requirements while fostering collaboration among team members."
1020941,2377523998150244,Project Manager,"Agile methodologies Scrum or Kanban Team collaboration Agile tools (e.g., Jira)",Montevideo,Intern,Tractor Supply Company,"The Agile Project Manager leads Agile teams, facilitating effective project development and delivery. They use Agile methodologies to manage tasks, prioritize work, and adapt to changing requirements while fostering collaboration among team members."
175814,139233698542183,Project Manager,Project management Team leadership Risk management Budgeting Communication skills,Algiers,Intern,Reliance Steel & Aluminum,"IT Project Managers plan, execute, and oversee IT projects. They define project scope, allocate resources, manage budgets, and ensure projects are delivered on time and within scope. They also communicate project status and risks to stakeholders."
1305750,1005317124098317,Project Manager,"Agile methodologies Scrum or Kanban Team collaboration Agile tools (e.g., Jira)",Skopje,Intern,Mosaic,"The Agile Project Manager leads Agile teams, facilitating effective project development and delivery. They use Agile methodologies to manage tasks, prioritize work, and adapt to changing requirements while fostering collaboration among team members."
276286,1074324723274601,Project Manager,Construction management Budgeting Contract negotiation Safety regulations,Hanoi,Intern,Bank of China,"The Construction Project Manager oversees and manages construction projects, ensuring they are completed on time and within budget. They coordinate with contractors, architects, and other stakeholders to ensure successful project delivery."
636502,749317105515709,Project Manager,Project management Team leadership Risk management Budgeting Communication skills,Lisbon,Intern,Voltas Limited,"IT Project Managers plan, execute, and oversee IT projects. They define project scope, allocate resources, manage budgets, and ensure projects are delivered on time and within scope. They also communicate project status and risks to stakeholders."
1230204,39448567702917,Project Manager,Construction management Budgeting Contract negotiation Safety regulations,City of Port Louis,Intern,Coupang,"The Construction Project Manager oversees and manages construction projects, ensuring they are completed on time and within budget. They coordinate with contractors, architects, and other stakeholders to ensure successful project delivery."
1299540,782705066564214,Project Manager,Project management Team leadership Risk management Budgeting Communication skills,Mogadishu,Intern,BlackRock,"IT Project Managers plan, execute, and oversee IT projects. They define project scope, allocate resources, manage budgets, and ensure projects are delivered on time and within scope. They also communicate project status and risks to stakeholders."
188051,797939030907311,Project Manager,Construction management Budgeting Contract negotiation Safety regulations,Minsk,Intern,"Revlon, Inc.","The Construction Project Manager oversees and manages construction projects, ensuring they are completed on time and within budget. They coordinate with contractors, architects, and other stakeholders to ensure successful project delivery."
446430,1443633897394738,Psychologist,Research methodology Data analysis Psychological studies Writing research reports Critical thinking,Riyadh,Intern,HeidelbergCement AG,"Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge."
1137067,1507564930740287,Psychologist,Clinical psychology Counseling skills Assessment tools Diagnostic skills Empathy and listening skills,Dakar,Intern,AES,"Clinical Psychologists diagnose and treat mental health disorders. They conduct therapy sessions, assessments, and research to improve patients well-being."
326888,1083340497152479,Psychologist,Research methodology Data analysis Psychological studies Writing research reports Critical thinking,Nicosia,Intern,J.M. Smucker,"Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge."
497467,1978201078893681,Psychologist,Research methodology Data analysis Psychological studies Writing research reports Critical thinking,The City of Hamilton,Intern,AT&T,"Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge."
1449119,707414818026107,Psychologist,Clinical psychology Counseling skills Assessment tools Diagnostic skills Empathy and listening skills,Ankara,Intern,Home Depot,"Clinical Psychologists diagnose and treat mental health disorders. They conduct therapy sessions, assessments, and research to improve patients well-being."
1423803,612088262671996,Psychologist,School psychology Special education knowledge Assessment and testing Individualized education plans Collaboration skills,San Jose,Intern,Jackson Financial,"School Psychologists work in educational settings, supporting students emotional and academic development. They provide counseling and assessments to enhance learning outcomes."
213209,2828260125445652,Psychologist,School psychology Special education knowledge Assessment and testing Individualized education plans Collaboration skills,Marigot,Intern,Sinopharm Group,"School Psychologists work in educational settings, supporting students emotional and academic development. They provide counseling and assessments to enhance learning outcomes."
1428980,2606981994270271,Psychologist,Clinical psychology Counseling skills Assessment tools Diagnostic skills Empathy and listening skills,Kinshasa,Intern,JSW Steel,"Clinical Psychologists diagnose and treat mental health disorders. They conduct therapy sessions, assessments, and research to improve patients well-being."
673655,2938421734150332,Psychologist,School psychology Special education knowledge Assessment and testing Individualized education plans Collaboration skills,Conakry,Intern,VMware,"School Psychologists work in educational settings, supporting students emotional and academic development. They provide counseling and assessments to enhance learning outcomes."
37363,2439115552443281,Psychologist,School psychology Special education knowledge Assessment and testing Individualized education plans Collaboration skills,Lilongwe,Intern,ZTE Corporation,"School Psychologists work in educational settings, supporting students emotional and academic development. They provide counseling and assessments to enhance learning outcomes."
608478,302284341409866,Public Relations Specialist,Crisis communication planning Crisis response Media relations Reputation management Stakeholder communication,Abu Dhabi,Intern,Derwent London,"Crisis Communication Managers develop strategies to manage and respond to crises, maintaining the organizations reputation during challenging times."
1159969,42159057249769,Public Relations Specialist,Brand management Public relations Brand storytelling Influencer marketing Media monitoring,London,Intern,International Paper,"Brand PR Specialists focus on promoting and maintaining a positive brand image through media relations, events, and communication efforts."
955611,831845927226595,Public Relations Specialist,Media relations Press releases Media outreach Crisis communication Public relations strategies,Minsk,Intern,Lam Research,"Media Relations Specialists manage relationships with media outlets, crafting press releases, organizing media coverage, and handling public relations efforts."
835413,1936241784389417,Public Relations Specialist,Crisis communication planning Crisis response Media relations Reputation management Stakeholder communication,Sanaa,Intern,Arthur J. Gallagher,"Crisis Communication Managers develop strategies to manage and respond to crises, maintaining the organizations reputation during challenging times."
1608965,2271073564927280,Public Relations Specialist,Media relations Press releases Media outreach Crisis communication Public relations strategies,Tunis,Intern,Mohawk Industries,"Media Relations Specialists manage relationships with media outlets, crafting press releases, organizing media coverage, and handling public relations efforts."
1340259,3009937521903993,Public Relations Specialist,Media relations Press releases Media outreach Crisis communication Public relations strategies,Dakar,Intern,Block,"Media Relations Specialists manage relationships with media outlets, crafting press releases, organizing media coverage, and handling public relations efforts."
1137210,2267771534412116,Public Relations Specialist,Crisis communication planning Crisis response Media relations Reputation management Stakeholder communication,Vienna,Intern,Boise Cascade,"Crisis Communication Managers develop strategies to manage and respond to crises, maintaining the organizations reputation during challenging times."
747839,1500525009051471,Public Relations Specialist,Media relations Press releases Media outreach Crisis communication Public relations strategies,Nuuk,Intern,Intercontinental Exchange,"Media Relations Specialists manage relationships with media outlets, crafting press releases, organizing media coverage, and handling public relations efforts."
1596720,1164787101762839,Public Relations Specialist,Brand management Public relations Brand storytelling Influencer marketing Media monitoring,Port of Spain,Intern,Hindalco Industries,"Brand PR Specialists focus on promoting and maintaining a positive brand image through media relations, events, and communication efforts."
919663,1904098151070947,Public Relations Specialist,Brand management Public relations Brand storytelling Influencer marketing Media monitoring,Bangkok,Intern,CSL Limited,"Brand PR Specialists focus on promoting and maintaining a positive brand image through media relations, events, and communication efforts."
746523,1881508587250636,Purchasing Agent,Inventory control Demand forecasting Supply chain management Data analysis Warehouse management,Monrovia,Intern,Fluor,"An Inventory Manager oversees inventory levels, coordinates stock movements, and optimizes inventory control procedures to ensure efficient stock management and product availability."
926968,1893294981060583,Purchasing Agent,Inventory control Demand forecasting Supply chain management Data analysis Warehouse management,Kabul,Intern,Parker-Hannifin,"An Inventory Manager oversees inventory levels, coordinates stock movements, and optimizes inventory control procedures to ensure efficient stock management and product availability."
1536609,2185820715399682,Purchasing Agent,Supply chain logistics Inventory management Communication skills Problem-solving Vendor coordination,Majuro,Intern,J.M. Smucker,"A Supply Chain Coordinator manages supply chain operations, coordinates logistics, and ensures the seamless flow of goods and materials throughout the supply chain network."
1483553,1591951556409497,Purchasing Agent,Supply chain logistics Inventory management Communication skills Problem-solving Vendor coordination,Belgrade,Intern,Everbright Securities,"A Supply Chain Coordinator manages supply chain operations, coordinates logistics, and ensures the seamless flow of goods and materials throughout the supply chain network."
885363,883580796318275,Purchasing Agent,Supply chain logistics Inventory management Communication skills Problem-solving Vendor coordination,Kigali,Intern,Western Union Company,"A Supply Chain Coordinator manages supply chain operations, coordinates logistics, and ensures the seamless flow of goods and materials throughout the supply chain network."
1312867,1780334121564532,Purchasing Agent,Negotiation skills Vendor management Supply chain knowledge Contract management Analytical skills,Sofia,Intern,Fortescue Metals Group,"A Procurement Specialist manages procurement processes, negotiates with suppliers, and ensures cost-effective purchasing of goods and services to meet organizational needs."
423323,2363809535324364,Purchasing Agent,Supply chain logistics Inventory management Communication skills Problem-solving Vendor coordination,Budapest,Intern,"Etsy, Inc.","A Supply Chain Coordinator manages supply chain operations, coordinates logistics, and ensures the seamless flow of goods and materials throughout the supply chain network."
897697,2565704022205023,Purchasing Agent,Inventory control Demand forecasting Supply chain management Data analysis Warehouse management,Harare,Intern,Nationwide,"An Inventory Manager oversees inventory levels, coordinates stock movements, and optimizes inventory control procedures to ensure efficient stock management and product availability."
147283,1171751886168351,Purchasing Agent,Inventory control Demand forecasting Supply chain management Data analysis Warehouse management,Dili,Intern,Lockheed Martin,"An Inventory Manager oversees inventory levels, coordinates stock movements, and optimizes inventory control procedures to ensure efficient stock management and product availability."
1178568,781304780265416,Purchasing Agent,Inventory control Demand forecasting Supply chain management Data analysis Warehouse management,ReykjavÃ­k,Intern,Linde plc,"An Inventory Manager oversees inventory levels, coordinates stock movements, and optimizes inventory control procedures to ensure efficient stock management and product availability."
589027,2800914734366934,QA Analyst,"Software quality assurance Test planning Test case design Test execution Defect tracking Test automation (e.g., Selenium)",Maputo,Intern,JD Sports Fashion,"Software QA Testers ensure the quality of software products by designing and executing test cases, identifying defects, and reporting issues to developers. They play a critical role in ensuring software reliability and functionality."
818910,758298785369616,QA Analyst,Performance testing Load testing Stress testing Test scenarios Performance monitoring Benchmarking Performance analysis,Accra,Intern,Iluka Resources,"Performance Testing Specialists assess the performance of software applications by conducting load, stress, and scalability tests. They identify bottlenecks, optimize performance, and ensure software can handle user demands effectively."
480568,944167951002898,QA Analyst,"Software quality assurance Test planning Test case design Test execution Defect tracking Test automation (e.g., Selenium)",Panama City,Intern,Rite Aid,"Software QA Testers ensure the quality of software products by designing and executing test cases, identifying defects, and reporting issues to developers. They play a critical role in ensuring software reliability and functionality."
518433,429983707947895,QA Analyst,Performance testing Load testing Stress testing Test scenarios Performance monitoring Benchmarking Performance analysis,Suva,Intern,WPP plc,"Performance Testing Specialists assess the performance of software applications by conducting load, stress, and scalability tests. They identify bottlenecks, optimize performance, and ensure software can handle user demands effectively."
1568433,2285115750422949,QA Analyst,Performance testing Load testing Stress testing Test scenarios Performance monitoring Benchmarking Performance analysis,Sarajevo,Intern,Ceconomy AG (Formerly Metro AG),"Performance Testing Specialists assess the performance of software applications by conducting load, stress, and scalability tests. They identify bottlenecks, optimize performance, and ensure software can handle user demands effectively."
783949,1345936275930815,QA Analyst,"Test automation Test framework development Continuous integration Scripting languages (e.g., Python) Test reporting Code review",Maseru,Intern,Auto Trader Group,Automation Test Engineers develop automated test scripts and frameworks to streamline and enhance the testing process. They focus on automating repetitive tests to improve efficiency and maintain test consistency.
569039,2789354351434470,QA Analyst,"Software quality assurance Test planning Test case design Test execution Defect tracking Test automation (e.g., Selenium)",Santiago,Intern,NVR,"Software QA Testers ensure the quality of software products by designing and executing test cases, identifying defects, and reporting issues to developers. They play a critical role in ensuring software reliability and functionality."
326032,2769161148524743,QA Analyst,"Software quality assurance Test planning Test case design Test execution Defect tracking Test automation (e.g., Selenium)",San Marino,Intern,Dana,"Software QA Testers ensure the quality of software products by designing and executing test cases, identifying defects, and reporting issues to developers. They play a critical role in ensuring software reliability and functionality."
1094987,345494588330722,QA Analyst,"Software quality assurance Test planning Test case design Test execution Defect tracking Test automation (e.g., Selenium)",Accra,Intern,HP,"Software QA Testers ensure the quality of software products by designing and executing test cases, identifying defects, and reporting issues to developers. They play a critical role in ensuring software reliability and functionality."
1128078,2231930108945470,QA Analyst,"Software quality assurance Test planning Test case design Test execution Defect tracking Test automation (e.g., Selenium)",Lusaka,Intern,Shriram Transport Finance Company,"Software QA Testers ensure the quality of software products by designing and executing test cases, identifying defects, and reporting issues to developers. They play a critical role in ensuring software reliability and functionality."
653419,919677895927289,QA Engineer,Quality assurance Process improvement Team leadership Problem-solving Quality control,Belgrade,Intern,UnitedHealth Group,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards."
665545,1381453761840618,QA Engineer,Quality assurance Process improvement Team leadership Problem-solving Quality control,Freetown,Intern,Siemens India,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards."
1135061,1062316698865563,QA Engineer,Quality assurance Process improvement Team leadership Problem-solving Quality control,Manila,Intern,Alumina Limited,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards."
509168,1105992169103777,QA Engineer,Quality assurance Process improvement Team leadership Problem-solving Quality control,Belmopan,Intern,Aviva,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards."
1042650,2965445196616960,QA Engineer,Quality assurance Process improvement Team leadership Problem-solving Quality control,Buenos Aires,Intern,Cochlear Limited,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards."
854043,2041587221010790,QA Engineer,Quality assurance Process improvement Team leadership Problem-solving Quality control,Singapore,Intern,Sirius XM Holdings Inc.,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards."
1552464,895772225723421,QA Engineer,Quality assurance Process improvement Team leadership Problem-solving Quality control,Rabat,Intern,Stockland Corporation,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards."
1123864,1441030172075428,QA Engineer,Quality assurance Process improvement Team leadership Problem-solving Quality control,Skopje,Intern,ConocoPhillips,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards."
1485337,917869186014038,QA Engineer,Quality assurance Process improvement Team leadership Problem-solving Quality control,Sofia,Intern,Analog Devices,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards."
167056,306249097488300,QA Engineer,Quality assurance Process improvement Team leadership Problem-solving Quality control,City of Port Louis,Intern,Altria Group,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards."
24399,527883889730059,Quality Assurance Analyst,"Test automation frameworks and tools Scripting and programming languages (e.g., Python, Java) Continuous integration and continuous testing (CI/CT) Test script development and maintenance Test environment setup and management",Praia,Intern,Bank of America,"Test Automation Engineers automate testing processes using scripts and tools. They design and maintain automated test suites to streamline testing efforts, improve efficiency, and enhance software quality."
662659,2344199570559148,Quality Assurance Analyst,Quality assurance processes and methodologies Quality metrics and KPIs Audit and compliance Team leadership and management Continuous improvement initiatives,Beirut,Intern,United Parcel Service,"Quality Assurance Managers lead quality assurance teams, ensuring that products or services meet established quality standards. They develop QA processes, set quality goals, and monitor compliance to maintain quality excellence."
635655,545120796179731,Quality Assurance Analyst,Quality assurance processes and methodologies Quality metrics and KPIs Audit and compliance Team leadership and management Continuous improvement initiatives,Bangkok,Intern,Aurizon Holdings,"Quality Assurance Managers lead quality assurance teams, ensuring that products or services meet established quality standards. They develop QA processes, set quality goals, and monitor compliance to maintain quality excellence."
329182,486858290834525,Quality Assurance Analyst,Quality assurance processes and methodologies Quality metrics and KPIs Audit and compliance Team leadership and management Continuous improvement initiatives,Pristina,Intern,PBF Energy,"Quality Assurance Managers lead quality assurance teams, ensuring that products or services meet established quality standards. They develop QA processes, set quality goals, and monitor compliance to maintain quality excellence."
1090610,1488222816085279,Quality Assurance Analyst,Quality assurance processes and methodologies Quality metrics and KPIs Audit and compliance Team leadership and management Continuous improvement initiatives,Brazzaville,Intern,Abbott Laboratories,"Quality Assurance Managers lead quality assurance teams, ensuring that products or services meet established quality standards. They develop QA processes, set quality goals, and monitor compliance to maintain quality excellence."
1199509,2506538583558303,Quality Assurance Analyst,Quality assurance processes and methodologies Quality metrics and KPIs Audit and compliance Team leadership and management Continuous improvement initiatives,Khartoum,Intern,Ulta Beauty,"Quality Assurance Managers lead quality assurance teams, ensuring that products or services meet established quality standards. They develop QA processes, set quality goals, and monitor compliance to maintain quality excellence."
972518,2080253869153004,Quality Assurance Analyst,"Test planning and strategy Test case design and execution Defect reporting and tracking Test automation tools (e.g., Selenium, Appium) Regression testing",Lilongwe,Intern,Bunzl,"QA Testers assess software and applications for defects and quality issues. They conduct testing procedures, report bugs, and work with development teams to ensure the delivery of high-quality software products."
920127,1897404376799993,Quality Assurance Analyst,"Test automation frameworks and tools Scripting and programming languages (e.g., Python, Java) Continuous integration and continuous testing (CI/CT) Test script development and maintenance Test environment setup and management",Moroni,Intern,Procter & Gamble,"Test Automation Engineers automate testing processes using scripts and tools. They design and maintain automated test suites to streamline testing efforts, improve efficiency, and enhance software quality."
1381632,1085164099826076,Quality Assurance Analyst,Quality assurance processes and methodologies Quality metrics and KPIs Audit and compliance Team leadership and management Continuous improvement initiatives,Gitega,Intern,Rolls-Royce Holdings,"Quality Assurance Managers lead quality assurance teams, ensuring that products or services meet established quality standards. They develop QA processes, set quality goals, and monitor compliance to maintain quality excellence."
420211,74480051505554,Quality Assurance Analyst,Quality assurance processes and methodologies Quality metrics and KPIs Audit and compliance Team leadership and management Continuous improvement initiatives,Rabat,Intern,Deutsche Bank AG,"Quality Assurance Managers lead quality assurance teams, ensuring that products or services meet established quality standards. They develop QA processes, set quality goals, and monitor compliance to maintain quality excellence."
1311138,67263722584681,Registered Nurse,Nursing leadership Charge nurse responsibilities Team coordination,Buenos Aires,Intern,Union Pacific,"A Charge Nurse leads and supervises nursing staff, coordinates patient care, and ensures efficient operations within a healthcare unit or department."
1036953,1714151678881025,Registered Nurse,Nursing leadership Charge nurse responsibilities Team coordination,Gaza,Intern,ON Semiconductor,"A Charge Nurse leads and supervises nursing staff, coordinates patient care, and ensures efficient operations within a healthcare unit or department."
660852,178116376557107,Registered Nurse,"Clinical nursing specialization (e.g., critical care, oncology) Advanced nursing skills Patient education",Panama City,Intern,Albertsons,"A Clinical Nurse Specialist is an advanced practice nurse who specializes in specific patient populations or clinical areas, providing expert care and contributing to improved patient outcomes."
229437,1446542376035050,Registered Nurse,Nursing care Patient assessment Medical knowledge,N'Djamena,Intern,NextEra Energy,"A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings."
19176,158125275729622,Registered Nurse,Nursing care Patient assessment Medical knowledge,Nur-Sultan,Intern,Northern Star Resources,"A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings."
1599238,707313794849513,Registered Nurse,Nursing care Patient assessment Medical knowledge,Thimphu,Intern,XPO,"A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings."
429120,2276291899611526,Registered Nurse,Nursing care Patient assessment Medical knowledge,Yaounde,Intern,Carnival Corporation & plc,"A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings."
1200654,224927470262387,Registered Nurse,Nursing leadership Charge nurse responsibilities Team coordination,Sarajevo,Intern,Royal Mail,"A Charge Nurse leads and supervises nursing staff, coordinates patient care, and ensures efficient operations within a healthcare unit or department."
1305114,1985872452340174,Registered Nurse,"Clinical nursing specialization (e.g., critical care, oncology) Advanced nursing skills Patient education",Luxembourg,Intern,CVS Health,"A Clinical Nurse Specialist is an advanced practice nurse who specializes in specific patient populations or clinical areas, providing expert care and contributing to improved patient outcomes."
1339407,2399609020924782,Registered Nurse,Nursing care Patient assessment Medical knowledge,Pretoria,Intern,"McCormick & Company, Incorporated","A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings."
819349,2903974115943475,Research Analyst,"Market research methodologies Data collection and analysis Consumer behavior analysis Competitor analysis Survey design and analysis Statistical analysis software (e.g., SPSS, SAS) Data visualization Trend analysis Report writing Communication skills Attention to detail",Tbilisi,Intern,Ceconomy AG (Formerly Metro AG),"A Market Research Analyst gathers and analyzes data to provide insights into market trends, consumer behavior, and competitive landscapes. They help businesses make informed decisions."
489254,277890651511482,Research Analyst,"Social science research methods Qualitative and quantitative data analysis Survey design and implementation Ethnographic research Interviewing skills Research ethics Statistical software (e.g., Stata, NVivo) Report writing Communication skills Critical thinking Empathy",Harare,Intern,Bath & Body Works,"A Social Science Researcher conducts research in fields such as sociology, psychology, or anthropology to study human behavior and social phenomena, contributing to academic knowledge."
1273266,858980594528078,Research Analyst,"Market research methodologies Data collection and analysis Consumer behavior analysis Competitor analysis Survey design and analysis Statistical analysis software (e.g., SPSS, SAS) Data visualization Trend analysis Report writing Communication skills Attention to detail",Singapore,Intern,Deutsche Post DHL Group,"A Market Research Analyst gathers and analyzes data to provide insights into market trends, consumer behavior, and competitive landscapes. They help businesses make informed decisions."
1522406,3035318527484174,Research Analyst,"Data analysis techniques Research methodologies Data collection and interpretation Statistical analysis software (e.g., R, Python) Data visualization tools (e.g., Tableau, Power BI) Research report writing Critical thinking Problem-solving Communication skills Attention to detail",Windhoek,Intern,Ecolab,A Data Analyst Researcher conducts research and analysis using data to support academic or scientific inquiries. They contribute to research projects and publish findings.
541347,2987044394177551,Research Analyst,"Data analysis techniques Research methodologies Data collection and interpretation Statistical analysis software (e.g., R, Python) Data visualization tools (e.g., Tableau, Power BI) Research report writing Critical thinking Problem-solving Communication skills Attention to detail",Seoul,Intern,Walt Disney,A Data Analyst Researcher conducts research and analysis using data to support academic or scientific inquiries. They contribute to research projects and publish findings.
264044,1716637419049095,Research Analyst,"Data analysis techniques Research methodologies Data collection and interpretation Statistical analysis software (e.g., R, Python) Data visualization tools (e.g., Tableau, Power BI) Research report writing Critical thinking Problem-solving Communication skills Attention to detail",Algiers,Intern,Public Service Enterprise Group,A Data Analyst Researcher conducts research and analysis using data to support academic or scientific inquiries. They contribute to research projects and publish findings.
214226,1627067445129203,Research Analyst,"Market research methodologies Data collection and analysis Consumer behavior analysis Competitor analysis Survey design and analysis Statistical analysis software (e.g., SPSS, SAS) Data visualization Trend analysis Report writing Communication skills Attention to detail",Cairo,Intern,Synchrony Financial,"A Market Research Analyst gathers and analyzes data to provide insights into market trends, consumer behavior, and competitive landscapes. They help businesses make informed decisions."
672746,1484947864106555,Research Analyst,"Data analysis techniques Research methodologies Data collection and interpretation Statistical analysis software (e.g., R, Python) Data visualization tools (e.g., Tableau, Power BI) Research report writing Critical thinking Problem-solving Communication skills Attention to detail",Ashgabat,Intern,Exxon Mobil Corporation,A Data Analyst Researcher conducts research and analysis using data to support academic or scientific inquiries. They contribute to research projects and publish findings.
1070528,635357386317327,Research Analyst,"Market research methodologies Data collection and analysis Consumer behavior analysis Competitor analysis Survey design and analysis Statistical analysis software (e.g., SPSS, SAS) Data visualization Trend analysis Report writing Communication skills Attention to detail",Seoul,Intern,ABM Industries,"A Market Research Analyst gathers and analyzes data to provide insights into market trends, consumer behavior, and competitive landscapes. They help businesses make informed decisions."
174227,962364599345431,Research Analyst,"Market research methodologies Data collection and analysis Consumer behavior analysis Competitor analysis Survey design and analysis Statistical analysis software (e.g., SPSS, SAS) Data visualization Trend analysis Report writing Communication skills Attention to detail",Monrovia,Intern,Bunzl,"A Market Research Analyst gathers and analyzes data to provide insights into market trends, consumer behavior, and competitive landscapes. They help businesses make informed decisions."
1163455,2301147473874896,Research Scientist,Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills,Belgrade,Intern,Procter & Gamble,"Research Analysts conduct research, collect data, and analyze information to support business decision-making. They generate reports and recommendations based on their findings to aid in strategic planning."
425477,979506061883301,Research Scientist,Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills,Male,Intern,XPO,"Research Analysts conduct research, collect data, and analyze information to support business decision-making. They generate reports and recommendations based on their findings to aid in strategic planning."
1097975,992982251149595,Research Scientist,Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills,Ouagadougou,Intern,Deutsche Bahn AG,"Research Analysts conduct research, collect data, and analyze information to support business decision-making. They generate reports and recommendations based on their findings to aid in strategic planning."
689762,1463738348858174,Research Scientist,"Research methodologies and data analysis Literature review and synthesis Statistical analysis software (e.g., SPSS, R) Research proposal development Strong communication and reporting skills",Basseterre,Intern,SVB Financial Group,"Senior Researchers lead research initiatives within organizations. They design research projects, collect and analyze data, and provide insights to inform strategic decision-making and innovation efforts."
899817,506653881403678,Research Scientist,Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills,Tallinn,Intern,Pacific Life,"Research Analysts conduct research, collect data, and analyze information to support business decision-making. They generate reports and recommendations based on their findings to aid in strategic planning."
487208,998158791417428,Research Scientist,Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills,Nairobi,Intern,Beiersdorf AG,"Research Analysts conduct research, collect data, and analyze information to support business decision-making. They generate reports and recommendations based on their findings to aid in strategic planning."
337928,3025747318103169,Research Scientist,"Research methodologies and data analysis Literature review and synthesis Statistical analysis software (e.g., SPSS, R) Research proposal development Strong communication and reporting skills",Vientiane,Intern,Erie Insurance Group,"Senior Researchers lead research initiatives within organizations. They design research projects, collect and analyze data, and provide insights to inform strategic decision-making and innovation efforts."
480591,1772299741557022,Research Scientist,Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills,Zagreb,Intern,Whitehaven Coal,"Research Analysts conduct research, collect data, and analyze information to support business decision-making. They generate reports and recommendations based on their findings to aid in strategic planning."
1110464,1765292259160890,Research Scientist,Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills,Oranjestad,Intern,MRF Limited,"Research Analysts conduct research, collect data, and analyze information to support business decision-making. They generate reports and recommendations based on their findings to aid in strategic planning."
869692,1076172960644037,Research Scientist,Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills,Tunis,Intern,United States Steel,"Research Analysts conduct research, collect data, and analyze information to support business decision-making. They generate reports and recommendations based on their findings to aid in strategic planning."
583991,128255216150602,SEM Specialist,Search engine marketing (SEM) Google Ads Bing Ads Keyword analysis Ad performance analysis SEM strategy development Bid management,Marigot,Intern,"Workday, Inc.","SEM Analysts analyze search engine marketing (SEM) campaigns. They monitor performance, optimize keyword strategies, and provide insights to improve the effectiveness of SEM efforts."
1131192,2331239358010520,SEM Specialist,Search engine marketing PPC advertising SEO strategy Data analysis Digital marketing skills,Majuro,Intern,PayPal Holdings,"Search Engine Marketers optimize online content for search engines. They use SEO strategies to improve website rankings, increase organic traffic, and enhance online visibility."
612397,676276318926823,SEM Specialist,Search engine marketing PPC advertising SEO strategy Data analysis Digital marketing skills,Papeete,Intern,Tractor Supply Company,"Search Engine Marketers optimize online content for search engines. They use SEO strategies to improve website rankings, increase organic traffic, and enhance online visibility."
